name,slug,description,address,city,state,zip,country,latitude,longitude,phone,email,website,denomination,church_network,worship_style,service_times,ministries,languages,kids_ministry,youth_ministry,college_ministry,small_groups,online_service,online_service_url,accessibility,parking_info,profile_image_url,gallery_urls,verified,claimed,featured,active
"Flat Creek Baptist Church","flat-creek-baptist-main-gainesville","Rural Baptist congregation with family-friendly ministry programs.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","flatcreekchurch.net","Baptist","","Traditional","{""day"":""Sunday"",""time"":""10:30 AM""}","Sunday School, Community Worship, Youth Programs","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Corinth Baptist Church","corinth-baptist-main-gainesville","Bible-focused Baptist church emphasizing discipleship and growth.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","corinth-baptist.com","Baptist","","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Bible Study, Youth Ministry","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Pleasant Hill Baptist Church","pleasant-hill-baptist-gainesville","Community Baptist church with traditional services and strong outreach.","3650 Browns Bridge Road","Gainesville","GA","30501","US",34.2600,-83.7900,"(770) 536-0000","","","Baptist","","Traditional","{""day"":""Sunday"",""time"":""10:30 AM""}","Sunday School, Community Service, Youth Programs","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"New Bridge Baptist Church","new-bridge-baptist-gainesville","Contemporary Baptist church with active youth and family ministry.","3120 Cleveland Highway","Gainesville","GA","30501","US",34.2825,-83.7950,"(770) 536-0000","","","Baptist","","Contemporary","{""day"":""Sunday"",""time"":""9:30 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Youth Ministry, Children's Ministry, Small Groups","English",true,true,true,true,false,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"Autumn Hill Assembly of God","autumn-hill-ag-cleveland-hwy","Pentecostal congregation emphasizing Holy Spirit empowerment.","3681 Cleveland Highway","Gainesville","GA","30501","US",34.2825,-83.7950,"(770) 536-0000","","","Assemblies of God","AG","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""},{""day"":""Sunday"",""time"":""6:00 PM""}","Worship Ministry, Youth Programs, Prayer Ministry","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Westside Baptist Church","westside-baptist-gainesville","Community-focused Baptist church with family ministry programs.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","westsidebaptist.org","Baptist","","Traditional","{""day"":""Sunday"",""time"":""10:30 AM""}","Sunday School, Youth Ministry, Community Service","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"First United Pentecostal Church","first-upc-gainesville","United Pentecostal congregation with emphasis on Holy Ghost experience.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Pentecostal","UPCI","Contemporary","{""day"":""Sunday"",""time"":""10:30 AM""},{""day"":""Sunday"",""time"":""6:00 PM""}","Prayer Ministry, Worship, Youth Programs","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Northlake Baptist Church","northlake-baptist-gainesville","Community Baptist with strong discipleship and small group focus.","4823 Thompson Bridge Road","Gainesville","GA","30501","US",34.2950,-83.8100,"(770) 536-0000","","","Baptist","","Traditional","{""day"":""Sunday"",""time"":""9:30 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Sunday School, Small Groups, Youth Ministry","English",true,true,false,true,false,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"Gainesville Community Church","gainesville-community-church-thompson","Contemporary community church on Thompson Bridge Road.","1435 Thompson Bridge Road","Gainesville","GA","30501","US",34.2900,-83.8200,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""}","Youth Ministry, Children's Ministry, Community Outreach","English",true,true,false,true,true,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Browns Bridge Community Church","browns-bridge-community-church","Community church serving the Browns Bridge Road area with contemporary worship.","","Gainesville","GA","30501","US",34.2600,-83.7900,"(770) 536-0000","","brownsbridge.org","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""9:30 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Youth Ministry, Small Groups, Community Outreach, Contemporary Worship","English",true,true,true,true,true,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"Asbury Chapel Global Methodist Church","asbury-chapel-global-methodist-gainesville","Historic Methodist chapel now part of Global Methodist Church.","758 Main Street SW","Gainesville","GA","30501","US",34.2810,-83.8320,"(770) 540-3263","","asburychapel.net","Methodist","Global Methodist Church","Traditional","{""day"":""Sunday"",""time"":""10:30 AM""}","Sunday School, Community Worship, Small Groups","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
