name,slug,description,address,city,state,zip,country,latitude,longitude,phone,email,website,denomination,church_network,worship_style,service_times,ministries,languages,kids_ministry,youth_ministry,college_ministry,small_groups,online_service,online_service_url,accessibility,parking_info,profile_image_url,gallery_urls,verified,claimed,featured,active
"St. Michael Catholic Church","st-michael-catholic-gainesville","Roman Catholic parish with traditional liturgy.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Catholic","Roman Catholic","Liturgical","{""day"":""Sunday"",""time"":""9:00 AM""},{""day"":""Sunday"",""time"":""11:00 AM""},{""day"":""Saturday"",""time"":""5:30 PM""}","Religious Education, Youth Ministry, Community Service","English, Spanish",true,true,false,true,false,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"Bethel African Methodist Episcopal Church","bethel-ame-gainesville","African Methodist Episcopal church with rich historical tradition.","900 Mill St","Gainesville","GA","30501","US",34.2850,-83.8280,"(770) 536-3029","","","African Methodist Episcopal","AME","Traditional","{""day"":""Sunday"",""time"":""11:00 AM""}","Sunday School, Youth Ministry, Community Outreach","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Lanier Hills Church","lanier-hills-church-gainesville","Dynamic non-denominational community church.","","Gainesville","GA","30506","US",34.2700,-83.8200,"(770) 536-0000","","lanierhills.com","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""9:30 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Youth Ministry, Children's Ministry, Small Groups, Community","English",true,true,true,true,true,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"Unity of Gainesville Church","unity-gainesville-church","Unity movement congregation with positive spiritual focus.","3361 Clarks Bridge Road","Gainesville","GA","30501","US",34.2725,-83.8350,"(770) 534-0949","","","New Thought","","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""},{""day"":""Sunday"",""time"":""7:00 PM""}","Meditation, Spiritual Classes, Community Fellowship","English",false,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Lanier Christian Church","lanier-christian-church-gainesville","Community Christian church with welcoming atmosphere.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","lanierchristianchurch.com","Christian Church","","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""}","Youth Ministry, Children's Ministry, Small Groups","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"The Church of Jesus Christ of Latter-day Saints","lds-gainesville","LDS congregation serving Gainesville area.","1234 Riverside Drive","Gainesville","GA","30501","US",34.2800,-83.8350,"(470) 822-3107","","","The Church of Jesus Christ of Latter-day Saints","LDS","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Youth Programs, Family Services, Community Service","English",true,true,true,true,false,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"New Haven Congregational Holiness Church","new-haven-holiness-gainesville","Holiness congregation with traditional worship.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Congregational Holiness Church","","Traditional","{""day"":""Sunday"",""time"":""10:30 AM""}","Sunday School, Worship, Community Service","English",true,false,false,true,false,"","","Parking available","","",true,false,false,true
"Family Church","family-church-gainesville","Community-focused church emphasizing family values and fellowship.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""9:30 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Children's Ministry, Youth Ministry, Small Groups, Community","English",true,true,true,true,true,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"River Rocks Church","river-rocks-church-gainesville","Contemporary worship community with small group emphasis.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""},{""day"":""Sunday"",""time"":""6:00 PM""}","Youth Ministry, Small Groups, Worship, Community Service","English",true,true,false,true,true,"","Wheelchair accessible","Ample parking available","","",true,false,false,true
"Christ Place Church","christ-place-church-gainesville","Gospel-centered church with compassionate outreach.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:30 AM""}","Youth Ministry, Community Outreach, Prayer Ministry","English",true,true,false,true,true,"","Wheelchair accessible","Parking available","","",true,false,false,true
