name,slug,description,address,city,state,zip,country,latitude,longitude,phone,email,website,denomination,church_network,worship_style,service_times,ministries,languages,kids_ministry,youth_ministry,college_ministry,small_groups,online_service,online_service_url,accessibility,parking_info,profile_image_url,gallery_urls,verified,claimed,featured,active
"Helen First Baptist Church","helen-first-baptist","Southern Baptist church in Helen.","53 Edelweiss Strasse","Helen","GA","30545","US",34.3700,-83.7300,"(706) 200-1965","helenfbc@helenfbc.org","www.helenfbc.com","Baptist","SBC","Traditional","{""day"":""Sunday"",""time"":""9:00 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Sunday School, Youth Ministry, Community Service","English",true,true,false,true,false,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"Dahlonega Baptist Church","dahlonega-baptist","Baptist church in Dahlonega.","234 Hawkins St","Dahlonega","GA","30533","US",34.5150,-84.0150,"(706) 864-3676","","","Baptist","SBC","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Madison Baptist Church","madison-baptist","Baptist church in Madison.","328 South Main St","Madison","GA","30650","US",34.1180,-83.4600,"(706) 342-0000","","www.madisonbc.org","Baptist","Independent","Traditional","{""day"":""Sunday"",""time"":""10:15 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"White Creek Baptist Church","white-creek-baptist-cleveland","Baptist church in Cleveland.","1470 Webster Lake Rd","Cleveland","GA","30528","US",34.4650,-83.6200,"(706) 865-1567","","","Baptist","SBC","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Central Baptist Church of Gainesville","central-baptist-gainesville","Southern Baptist church in Gainesville.","Address TBD","Gainesville","GA","30501","US",34.2840,-83.8270,"(770) 534-3528","","www.centralbaptistgainesville.com","Baptist","SBC","Traditional","","Sunday School, Community Service","English",true,false,false,true,false,"","","","","",true,false,false,true
"Chicopee Baptist Church","chicopee-baptist-gainesville","Baptist church in Gainesville.","13 First St","Gainesville","GA","30501","US",34.2850,-83.8250,"(770) 536-3761","","","Baptist","SBC","Traditional","","","English",true,false,false,true,false,"","","","","",true,false,false,true
"Community Baptist Church","community-baptist-gainesville","Baptist church in Gainesville.","2137 Spring Street","Gainesville","GA","30501","US",34.2880,-83.8290,"(770) 535-9958","","","Baptist","SBC","Traditional","","Community Worship","English",true,false,false,true,false,"","","","","",true,false,false,true
"Cool Springs Baptist Church","cool-springs-baptist-gainesville","Baptist church in Gainesville.","5000 Cool Springs Road","Gainesville","GA","30506","US",34.2950,-83.8350,"(770) 536-2748","","","Baptist","SBC","Traditional","","Community Worship","English",true,false,false,true,false,"","","","","",true,false,false,true
"Gateway Baptist Church","gateway-baptist-church-cleveland","Independent Fundamental Baptist church.","34 Academy Drive","Cleveland","GA","30528","US",34.4580,-83.6180,"(706) 865-7845","","www.gbccleveland.com","Baptist","Independent","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Chestnut Mountain Church","chestnut-mountain-church","Baptist evangelical church in Flowery Branch.","4903 Chestnut Mountain Circle","Flowery Branch","GA","30542","US",34.2850,-83.8350,"(770) 967-3197","","www.chestnutmountain.org","Baptist","SBC","Evangelical","{""day"":""Sunday"",""time"":""10:00 AM""}","Youth Ministry, Community Outreach","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Celebration Church","celebration-church-hoschton","Baptist SBC church in Hoschton.","5560 Thompson Mill Rd","Hoschton","GA","30548","US",34.3100,-83.7900,"(770) 967-5529","","www.celebrationfamily.com","Baptist","SBC","Evangelical","{""day"":""Sunday"",""time"":""10:00 AM""}","Youth Ministry, Community Outreach","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Victory Baptist Church","victory-baptist-gainesville","Baptist SBC church in Gainesville.","1745 Skelton Rd","Gainesville","GA","30504","US",34.2850,-83.8300,"(770) 534-2159","","","Baptist","SBC","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Zion Hill Baptist Church","zion-hill-baptist-buford","Baptist SBC church in Buford.","3390 S Puckett Rd","Buford","GA","30519","US",34.1880,-84.2280,"(770) 945-5865","","www.zionhillbuford.org","Baptist","SBC","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Mulberry Baptist Church","mulberry-baptist-hoschton","Baptist SBC church in Hoschton.","5970 Thompson Mill Rd","Hoschton","GA","30548","US",34.3100,-83.7900,"(706) 824-0063","","","Baptist","SBC","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Cumming Second Baptist Church","cumming-second-baptist","Baptist church in Cumming.","217 Veterans Memorial Blvd","Cumming","GA","30040","US",34.3180,-84.1450,"(770) 781-5967","","","Baptist","SBC","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Murrayville Baptist Church","murrayville-baptist","Independent Baptist church in Murrayville.","5407 Hubert Stephens Road","Murrayville","GA","30564","US",34.2500,-83.8100,"(770) 287-8887","","www.murrayvillebaptist.org","Baptist","Independent","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Pleasant View Baptist Church","pleasant-view-baptist-cumming","Baptist church in Cumming.","817 Peachtree Parkway","Cumming","GA","30041","US",34.3220,-84.1600,"(770) 781-2989","","www.pvbccumming.com","Baptist","SBC","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Fairview Baptist Church","fairview-baptist-gainesville","Independent Baptist church in Gainesville.","1070 Travis Dr","Gainesville","GA","30501","US",34.2840,-83.8270,"(770) 534-1003","","","Baptist","Independent","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Set Free Church","set-free-church-flowery-branch","Baptist SBC church in Flowery Branch.","5801 Black Jack Road","Flowery Branch","GA","30542","US",34.2980,-83.8220,"(678) 725-0813","","www.setfreeflowerybranch.org","Baptist","SBC","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Youth Ministry, Community Outreach","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"CrossView Church","crossview-church-hoschton","Baptist SBC church in Hoschton.","1219 Highway 124","Hoschton","GA","30548","US",34.3150,-83.7600,"(678) 425-9831","crossviewchurch@windstream.net","","Baptist","SBC","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Oak Grove Baptist Church","oak-grove-baptist-hoschton","Baptist church in Hoschton.","Hoschton","Hoschton","GA","30548","US",34.3150,-83.7600,"(706) 367-2777","","","Baptist","SBC","Traditional","","Community Worship","English",true,false,false,true,false,"","","","","",true,false,false,true
"Union Baptist Church","union-baptist-winder","Baptist SBC church in Winder.","534 Rockwell Church Rd NE","Winder","GA","30680","US",34.3850,-83.8550,"(770) 867-7273","","","Baptist","SBC","Traditional","{""day"":""Sunday"",""time"":""10:30 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Cleveland First Baptist Church","cleveland-first-baptist","Baptist church in Cleveland.","25 Church Street","Cleveland","GA","30528","US",34.4580,-83.6180,"(706) 865-2933","","","Baptist","SBC","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Mount Yonah Baptist Church","mount-yonah-baptist-cleveland","Baptist church in Cleveland.","882 Asbestos Road","Cleveland","GA","30528","US",34.4580,-83.6180,"(706) 865-5044","","","Baptist","SBC","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Shoal Creek Baptist Church","shoal-creek-baptist-cleveland","Baptist church in Cleveland.","142 Shoal Creek Church Road","Cleveland","GA","30528","US",34.4580,-83.6180,"(706) 865-1518","","","Baptist","SBC","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Union Baptist Church of Buford","union-baptist-buford","Baptist church in Buford.","251 Bona Road","Buford","GA","30518","US",34.1900,-84.2300,"(770) 945-9064","","","Baptist","SBC","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Ball Ground First Baptist Church","ball-ground-first-baptist","Baptist SBC church in Ball Ground.","445 Old Canton Rd","Ball Ground","GA","30107","US",34.2950,-83.8350,"(770) 735-3374","","","Baptist","SBC","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Calvary Baptist Church Ball Ground","calvary-baptist-ball-ground","Baptist church in Ball Ground.","137 Hightower Rd","Ball Ground","GA","30107","US",34.2950,-83.8350,"(770) 887-6442","","","Baptist","SBC","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Faith Baptist Church of Jefferson","faith-baptist-jefferson","Baptist church in Jefferson.","2081 US-129 BUS","Jefferson","GA","30549","US",34.4020,-83.4850,"(706) 367-8554","","","Baptist","SBC","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Tabernacle Baptist Church Alpharetta","tabernacle-baptist-alpharetta","Baptist church in Alpharetta.","345 South Main Street Hwy 9","Alpharetta","GA","30004","US",34.0800,-84.2900,"(404) 933-7036","","","Baptist","SBC","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"First Baptist Church of Alpharetta","first-baptist-alpharetta","Baptist SBC church in Alpharetta.","44 Academy St","Alpharetta","GA","30004","US",34.0800,-84.2900,"(770) 475-6556","","","Baptist","SBC","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
