name,slug,description,address,city,state,zip,country,latitude,longitude,phone,email,website,denomination,church_network,worship_style,service_times,ministries,languages,kids_ministry,youth_ministry,college_ministry,small_groups,online_service,online_service_url,accessibility,parking_info,profile_image_url,gallery_urls,verified,claimed,featured,active
"Asbury Chapel United Methodist Church","asbury-chapel-umc-gainesville","Historic Methodist chapel with rich heritage.","","Gainesville","GA","30507","US",34.3000,-83.8350,"(770) 536-0000","","","Methodist","UMC","Traditional","{""day"":""Sunday"",""time"":""11:00 AM""}","Sunday School, Worship","English",false,false,false,true,false,"","","Parking available","","",true,false,false,true
"Grace Episcopal Church","grace-episcopal-gainesville","Historic Episcopal parish with liturgical worship tradition.","422 Brenau Avenue","Gainesville","GA","30501","US",34.2920,-83.8200,"(770) 536-0126","","www.gracechurchgainesville.org","Episcopal","","Liturgical","{""day"":""Sunday"",""time"":""8:00 AM""},{""day"":""Sunday"",""time"":""10:30 AM""}","Adult Formation, Music Ministry, Community Service","English, Latin",false,true,false,true,false,"","Wheelchair accessible, Accessible restrooms","Parking available","","",true,false,false,true
"Gainesville Church of Christ","gainesville-church-of-christ","New Testament-focused church emphasizing biblical teaching.","2815 Wallace Road","Gainesville","GA","30501","US",34.2900,-83.8150,"(770) 536-0000","","www.gcoc.org","Church of Christ","","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""},{""day"":""Sunday"",""time"":""6:00 PM""}","Bible Study, Youth Ministry, Community Outreach","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"McEver Road Church of God of Prophecy","mceever-cogp-gainesville","Prophetic worship-focused congregation serving Gainesville.","2598 Gould Drive","Gainesville","GA","30501","US",34.2750,-83.8350,"(678) 865-2064","","","Church of God of Prophecy","","Contemporary","{""day"":""Sunday"",""time"":""10:30 AM""},{""day"":""Sunday"",""time"":""6:00 PM""}","Worship Ministry, Youth Programs, Prayer Ministry","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Gainesville Church of God","gainesville-cog-gainesville","Community Church of God with active outreach.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-3029","","","Church of God","","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""},{""day"":""Sunday"",""time"":""6:00 PM""}","Youth Ministry, Children's Ministry, Community Service","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Church of God, a Worldwide Association (COGWA)","cogwa-gainesville","Sabbath-observing Church of God congregation.","715 Fair Street","Gainesville","GA","30501","US",34.2835,-83.8290,"(770) 536-0000","","gainesville.cogwa.org","Church of God","COGWA","Traditional","{""day"":""Saturday"",""time"":""10:00 AM""}","Bible Study, Community Fellowship","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"New Gainesville Seventh-day Adventist Church","new-gainesville-sda","Adventist congregation with strong community programs.","1813 Floyd Road","Gainesville","GA","30501","US",34.3050,-83.8450,"(770) 536-4556","","","Seventh-day Adventist","","Contemporary","{""day"":""Saturday"",""time"":""9:30 AM""}","Sabbath School, Health Ministry, Youth Programs","English",true,true,true,true,false,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"Gainesville Seventh-day Adventist Church","gainesville-sda-main","Community Adventist church with active health and wellness focus.","2695 Cornelia Hwy","Gainesville","GA","30501","US",34.2700,-83.8450,"(770) 534-4131","","www.gnvsda.org","Seventh-day Adventist","","Contemporary","{""day"":""Saturday"",""time"":""9:00 AM""}","Sabbath School, Community Service, Youth Ministry","English",true,true,true,true,false,"","Wheelchair accessible","Ample parking available","","",true,false,false,true
"Free Chapel","free-chapel-gainesville","Contemporary non-denominational church emphasizing Jesus and community transformation.","3001 McEver Rd","Gainesville","GA","30504","US",34.2850,-83.8500,"(678) 677-8300","","freechapel.org","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""9:30 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Youth Ministry, College Ministry, Small Groups, Community Outreach","English",true,true,true,true,true,"freechapel.org/live","Wheelchair accessible, Hearing loop available, Accessible restrooms","Ample parking available","","",true,false,true,true
"The Rock of Gainesville","the-rock-gainesville","Dynamic non-denominational church with contemporary worship.","2293 Browns Bridge Road","Gainesville","GA","30501","US",34.2600,-83.7900,"(770) 534-7625","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""9:30 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Youth Ministry, Children's Ministry, Small Groups, Worship","English",true,true,true,true,true,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"Gainesville City Church","gainesville-city-church","Contemporary community church with modern worship style.","311 Jesse Jewel Parkway","Gainesville","GA","30501","US",34.2900,-83.8400,"(678) 316-2467","","citychurchgainesville.org","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""},{""day"":""Sunday"",""time"":""11:30 AM""}","Youth Ministry, Children's Ministry, Small Groups, Community Service","English",true,true,true,true,true,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
