name,slug,description,address,city,state,zip,country,latitude,longitude,phone,email,website,denomination,church_network,worship_style,service_times,ministries,languages,kids_ministry,youth_ministry,college_ministry,small_groups,online_service,online_service_url,accessibility,parking_info,profile_image_url,gallery_urls,verified,claimed,featured,active
"New Holland Worship Center","new-holland-worship-center-gainesville","Worship-focused community church with contemporary services.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""}","Worship Ministry, Youth Ministry, Community Fellowship","English",true,true,false,true,true,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Eglesia Del Nazareno","eglesia-del-nazareno-gainesville","Spanish-speaking Church of the Nazarene with community focus.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Church of the Nazarene","Nazarene","Contemporary","{""day"":""Sunday"",""time"":""11:00 AM""}","Youth Ministry, Community Service, Worship","Spanish",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Restoration Christian Center","restoration-christian-center-gainesville","Non-denominational congregation focused on spiritual restoration and healing.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:30 AM""}","Healing Ministry, Spiritual Restoration, Prayer Ministry","English",true,true,false,true,true,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Jesus New Covenant Church","jesus-new-covenant-gainesville","Gospel-centered non-denominational church with community outreach.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""}","Community Outreach, Gospel Ministry, Youth Programs","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Salt Church","salt-church-gainesville","Contemporary community church with modern worship and discipleship.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","saltchurchgnv.com","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""9:30 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Discipleship, Youth Ministry, Small Groups, Community Service","English",true,true,true,true,true,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"First Presbyterian Church Gainesville GA","first-presbyterian-church-ga-main","Historic Presbyterian congregation with strong community ties.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Presbyterian","PCUSA","Liturgical","{""day"":""Sunday"",""time"":""10:00 AM""}","Adult Education, Music Ministry, Community Outreach","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Trinity Presbyterian Church Gainesville","trinity-presbyterian-church-ga","Presbyterian community church emphasizing worship and fellowship.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Presbyterian","PCUSA","Liturgical","{""day"":""Sunday"",""time"":""10:30 AM""}","Sunday School, Community Service, Music Ministry","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Mount Calvary Church","mount-calvary-church-gainesville","Historic church with strong spiritual tradition and community service.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Traditional","{""day"":""Sunday"",""time"":""11:00 AM""}","Community Service, Spiritual Formation, Fellowship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Victory Chapel","victory-chapel-gainesville","Community chapel with contemporary worship and family focus.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""}","Youth Ministry, Family Ministry, Community Outreach","English",true,true,false,true,true,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Grace Sanctuary Church","grace-sanctuary-church-gainesville","Contemporary sanctuary for spiritual growth and worship.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:30 AM""}","Worship, Spiritual Growth, Community Fellowship","English",true,true,false,true,true,"","Wheelchair accessible","Parking available","","",true,false,false,true
