name,slug,description,address,city,state,zip,country,latitude,longitude,phone,email,website,denomination,church_network,worship_style,service_times,ministries,languages,kids_ministry,youth_ministry,college_ministry,small_groups,online_service,online_service_url,accessibility,parking_info,profile_image_url,gallery_urls,verified,claimed,featured,active
"Church of Jesus Christ of Latter-Day Saints","lds-gainesville","LDS congregation.","1234 Riverside Dr","Gainesville","GA","30501","US",34.2800,-83.8350,"(770) 287-1847","","","The Church of Jesus Christ of Latter-day Saints","LDS","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Youth Programs, Family Services, Community Service","English",true,true,true,true,false,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"Free Chapel Gainesville","free-chapel-gainesville","Non-denominational megachurch.","3001 McEver Rd","Gainesville","GA","30504","US",34.2850,-83.8500,"(678) 677-8300","","www.freechapel.org","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""9:30 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Youth Ministry, College Ministry, Small Groups, Community Outreach","English",true,true,true,true,true,"","Wheelchair accessible, Hearing loop available, Accessible restrooms","Ample parking available","","",true,false,true,true
"Family Church","family-church-gainesville","Community non-denominational church.","3590 Thompson Bridge Rd","Gainesville","GA","30506","US",34.2920,-83.8180,"(770) 532-7751","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""9:30 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Youth Ministry, Children's Ministry, Small Groups, Community Service","English",true,true,true,true,true,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"Lanier Hills Church","lanier-hills-church-gainesville","Dynamic community church.","3129 Duckett Mill Rd","Gainesville","GA","30506","US",34.2700,-83.8200,"(770) 297-4673","","www.lanierhills.com","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""9:30 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Youth Ministry, Children's Ministry, Small Groups, Community Outreach","English",true,true,true,true,true,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"St. John Paul II Mission","st-john-paul-ii-mission-gainesville","Catholic mission serving the Gainesville area.","2410 S Smith Road SW","Gainesville","GA","30504","US",34.2780,-83.8380,"(770) 532-6772","","","Catholic","Roman Catholic","Liturgical","{""day"":""Sunday"",""time"":""11:00 AM""}","Community Service, Faith Formation","English",false,false,false,false,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Savior House Ministry Church","savior-house-ministry-gainesville","Community ministry church.","1096 E Ridge Rd","Gainesville","GA","30501","US",34.2870,-83.8190,"(678) 989-7354","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""}","Community Outreach, Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Gainesville City Church","gainesville-city-church","Community non-denominational church.","311 Jesse Jewel Parkway","Gainesville","GA","30501","US",34.2880,-83.8245,"(678) 316-2467","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""9:30 AM""}","Community Outreach, Worship Ministry","English",false,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Gainesville Vineyard Christian Fellowship","gainesville-vineyard-church","Vineyard church in Gainesville.","129 Bradford St NW","Gainesville","GA","30501","US",34.2895,-83.8290,"(770) 534-1917","","","Vineyard","","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""}","Worship, Prayer Ministry, Community Service","English",false,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"New Gainesville Seventh-Day Adventist Church","new-gainesville-sda-church","Second Adventist congregation.","1813 Floyd Rd","Gainesville","GA","30507","US",34.2650,-83.8400,"(770) 536-4556","","","Seventh-day Adventist","","Traditional","{""day"":""Saturday"",""time"":""9:30 AM""}","Sabbath School, Community Service","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Bethel African Methodist Episcopal Church","bethel-ame-gainesville","African Methodist Episcopal church.","900 Mill St SE","Gainesville","GA","30501","US",34.2840,-83.8310,"(770) 536-3029","","","African Methodist Episcopal","AME","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Service","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Unity of Gainesville Church","unity-of-gainesville","New Thought metaphysical church.","3415 Stancil Rd","Gainesville","GA","30506","US",34.2750,-83.8350,"(770) 534-0949","","www.unityofgainesville.org","Unity","","Metaphysical","{""day"":""Sunday"",""time"":""10:45 AM""}","Spiritual Classes, Meditation, Community Worship","English",false,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Bethel Tabernacle Church of God of Prophecy","bethel-tabernacle-cogop-gainesville","Church of God of Prophecy.","4020 Ledan Rd","Gainesville","GA","30506","US",34.2800,-83.8480,"(770) 536-3011","","","Church of God of Prophecy","","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"St. James Orthodox Church","st-james-orthodox-gainesville","Eastern Orthodox church serving North Georgia.","3579 McEver Road","Gainesville","GA","30504","US",34.2840,-83.8520,"(770) 787-2999","","www.saintjamesorthodoxchurch.org","Orthodox","Antiochian Orthodox","Liturgical","{""day"":""Sunday"",""time"":""10:00 AM""}","Liturgical Worship, Christian Education, Community Service","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Gainesville Church of God","gainesville-church-of-god-cleveland","Church of God in Christ.","2920 Browns Bridge Rd","Gainesville","GA","30504","US",34.2900,-83.8300,"(770) 532-3211","","","Church of God (Cleveland, TN)","","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Free Methodist Church Gainesville","free-methodist-gainesville","Free Methodist church.","5079 Stephens Rd","Gainesville","GA","30504","US",34.2810,-83.8430,"(770) 536-9800","","","Free Methodist","FMCUSA","Contemporary","{""day"":""Sunday"",""time"":""10:30 AM""}","Sunday School, Youth Ministry, Community Service","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Cornerstone Assembly of God","cornerstone-ag-flowery-branch","Assemblies of God church.","3622 Atlanta Highway","Flowery Branch","GA","30542","US",34.2850,-83.8350,"(770) 503-1111","","","Assemblies of God","AG","Contemporary","{""day"":""Sunday"",""time"":""10:30 AM""}","Youth Ministry, Worship, Prayer","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Buford Church of God","buford-church-of-god","Church of God Pentecostal church.","4800 South Lee Street","Buford","GA","30518","US",34.1880,-84.2280,"(770) 945-4901","info@bcog.me","www.bcog.me","Church of God (Cleveland, TN)","","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""}","Youth Ministry, Worship, Community Outreach","English",true,true,false,true,false,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"The Jefferson Church","the-jefferson-church","Non-denominational contemporary church.","21 Cobb St","Jefferson","GA","30549","US",34.4020,-83.4850,"(706) 367-5317","","www.jefferson.church","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""}","Youth Ministry, Community Outreach, Worship","English",true,true,false,true,true,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"Gateway Baptist Church","gateway-baptist-church-cleveland","Independent Fundamental Baptist church.","34 Academy Drive","Cleveland","GA","30528","US",34.4580,-83.6180,"(706) 865-7845","","www.gbccleveland.com","Baptist","Independent","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Worship","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
