name,slug,description,address,city,state,zip,country,latitude,longitude,phone,email,website,denomination,church_network,worship_style,service_times,ministries,languages,kids_ministry,youth_ministry,college_ministry,small_groups,online_service,online_service_url,accessibility,parking_info,profile_image_url,gallery_urls,verified,claimed,featured,active
"Emmanuel Fellowship Church","emmanuel-fellowship-church-gainesville","Community of believers experiencing God's presence together.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:30 AM""}","Fellowship, Community, Worship, Prayer Ministry","English",true,true,false,true,true,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Shiloh Baptist Church","shiloh-baptist-church-gainesville","Historic Baptist congregation with roots in traditional faith.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Baptist","","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Service, Youth Programs, Fellowship","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Joyful Witness Baptist","joyful-witness-baptist-gainesville","Baptist congregation celebrating joyful witness to faith.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Baptist","","Contemporary","{""day"":""Sunday"",""time"":""10:30 AM""}","Youth Ministry, Worship, Community Outreach, Fellowship","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Abundant Life Worship Center","abundant-life-worship-center-gainesville","Worship center focused on abundant life through Christ.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""},{""day"":""Sunday"",""time"":""6:00 PM""}","Worship, Abundant Life Ministry, Youth Programs, Community","English",true,true,true,true,true,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"Sanctuary of Faith","sanctuary-of-faith-gainesville","Sanctuary providing refuge through faith and spiritual growth.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:30 AM""}","Spiritual Growth, Prayer, Community Fellowship, Worship","English",true,true,false,true,true,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Heritage Baptist Church","heritage-baptist-church-gainesville","Baptist church honoring heritage of faith and tradition.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Baptist","","Traditional","{""day"":""Sunday"",""time"":""9:30 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Sunday School, Youth Programs, Heritage Ministry, Community","English",true,true,false,true,false,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"Living Hope Community","living-hope-community-gainesville","Community founded on living hope in Christ and mutual care.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""}","Community Care, Hope Ministry, Worship, Small Groups","English",true,true,true,true,true,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Beacon Light Church","beacon-light-church-gainesville","Church serving as beacon of light and truth in community.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:30 AM""}","Community Light, Truth Ministry, Worship, Discipleship","English",true,true,true,true,true,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Cornerstone Baptist","cornerstone-baptist-gainesville-main","Baptist church built on the cornerstone of Christ.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Baptist","","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Youth Ministry, Foundational Teaching, Community","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Wellspring Baptist","wellspring-baptist-gainesville","Baptist congregation providing spiritual wellspring and refreshment.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Baptist","","Traditional","{""day"":""Sunday"",""time"":""10:30 AM""}","Spiritual Refreshment, Youth Programs, Community Service","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Community Bible Chapel","community-bible-chapel-gainesville","Bible-centered chapel serving the broader community.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Bible Teaching, Community Service, Prayer, Fellowship","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Praise and Worship Ministry","praise-and-worship-ministry-gainesville","Ministry center dedicated to praise and worship of God.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:30 AM""}","Worship Ministry, Praise, Music, Community Celebration","English",true,true,false,true,true,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Victory in Christ Baptist","victory-in-christ-baptist-gainesville","Baptist congregation celebrating victory through Christ.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Baptist","","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""},{""day"":""Sunday"",""time"":""6:00 PM""}","Victory Ministry, Youth Programs, Empowerment, Outreach","English",true,true,true,true,true,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"Spirit-Led Community Church","spirit-led-community-church-gainesville","Community church led by Holy Spirit with contemporary focus.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:30 AM""}","Holy Spirit Ministry, Community, Worship, Discipleship","English",true,true,true,true,true,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Eternal Joy Baptist","eternal-joy-baptist-gainesville","Baptist congregation celebrating eternal joy in Christ.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Baptist","","Contemporary","{""day"":""Sunday"",""time"":""10:30 AM""}","Joy Ministry, Youth Programs, Community Fellowship, Worship","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Peace Sanctuary Church","peace-sanctuary-church-gainesville","Sanctuary dedicated to peace and spiritual tranquility.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""}","Peace Ministry, Prayer, Meditation, Spiritual Formation","English",true,true,false,true,true,"","Wheelchair accessible","Parking available","","",true,false,false,true
